video_id,question_id,type,question_content,templ_values,question_deleted,anser,question,Quest_hindi,ans_hindi,hinglish_question
00002940,1310,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""flute""]",0,no,Is there a flute sound?,क्या कोई बांसुरी की ध्वनि है?,नहीं,kya koi fill sound hai?
00002716,1311,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""tuba""]",0,yes,Is there a tuba sound?,क्या कोई टुबा ध्वनि है?,हाँ,kya koi trucka sound hai?
00008024,1312,"[""Audio"", ""Comparative""]",Is the <Object> more rhythmic than the <Object>?,"[""pipa"", ""erhu""]",0,no,Is the pipa more rhythmic than the erhu?,क्या पीपा एरु से अधिक लयबद्ध है?,नहीं,kya pipa se zyada samajh se zyada hoti hai ?
00006852,1314,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""clarinet""]",0,yes,Is the clarinet in the video always playing?,क्या वीडियो में शहनाई हमेशा बजती रहती है?,हाँ,kya video me clarint hamesha playing hai ?
00004480,1315,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""bassoon""]",0,yes,Is the bassoon in the video always playing?,क्या वीडियो में अलगोजा हमेशा बजता रहता है?,हाँ,kya video me basson hamesha playing hai ?
00003977,1316,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,no,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,नहीं,kya ye video mein usey se sound hai ?
00005955,1334,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00004494,1339,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,yes,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,हाँ,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00008872,1371,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""accordion""]",0,no,Is the accordion in the video always playing?,क्या वीडियो में अकॉर्डियन हमेशा बजता रहता है?,नहीं,kya video me already playing hai?
00000382,1374,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""erhu""]",0,no,Is the erhu in the video always playing?,क्या वीडियो में एर्हू हमेशा बजता रहता है?,नहीं,kya whoh in the video already playing ho rahi hai ?
00000680,1379,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""violin""]",0,yes,Is the violin in the video always playing?,क्या वीडियो में वायलिन हमेशा बजता रहता है?,हाँ,kya Golinn me video me hamesha playing hai?
00000228,1399,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""saxophone""]",0,yes,Is the saxophone in the video always playing?,क्या वीडियो में सैक्सोफोन हमेशा बजता रहता है?,हाँ,kya saxohone video me hamesha playing hai ?
00001927,1404,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""clarinet""]",0,yes,Is the clarinet in the video always playing?,क्या वीडियो में शहनाई हमेशा बजती रहती है?,हाँ,kya video me clarint hamesha playing hai ?
00008295,1405,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""flute""]",0,no,Is the flute in the video always playing?,क्या वीडियो में बांसुरी हमेशा बजती रहती है?,नहीं,kya video me fill hamesha playing hai?
00002128,1406,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""acoustic_guitar""]",0,yes,Is the acoustic_guitar in the video always playing?,क्या वीडियो में ध्वनिक_गिटार हमेशा बजता रहता है?,हाँ,kya video me acustic_ guitar hamesha playing hai ?
00001523,1407,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""piano""]",0,yes,Is the piano in the video always playing?,क्या वीडियो में पियानो हमेशा बजता रहता है?,हाँ,kya piano me hamesha video playing hai?
00002152,1409,"[""Audio-Visual"", ""Existential""]",Is there a voiceover?,[],0,yes,Is there a voiceover?,क्या कोई वॉयसओवर है?,हाँ,kya koi voiceover hai?
00003007,1434,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""violin""]",0,yes,Is the violin in the video always playing?,क्या वीडियो में वायलिन हमेशा बजता रहता है?,हाँ,kya Golinn me video me hamesha playing hai?
00006334,1436,"[""Audio-Visual"", ""Existential""]",Is there a voiceover?,[],0,no,Is there a voiceover?,क्या कोई वॉयसओवर है?,नहीं,kya koi voiceover hai?
00008505,1448,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""flute""]",0,no,Is the flute in the video always playing?,क्या वीडियो में बांसुरी हमेशा बजती रहती है?,नहीं,kya video me fill hamesha playing hai?
00004016,1468,"[""Audio-Visual"", ""Location""]",Is the <FL> sound coming from the <LR> instrument?,"[""first"", ""right""]",0,yes,Is the first sound coming from the right instrument?,क्या पहली ध्वनि सही यंत्र से आ रही है?,हाँ,kya first sound aane wala hai right animate ?
00007503,1482,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""banjo""]",0,yes,Is the banjo in the video always playing?,क्या वीडियो में बैंजो हमेशा बजता रहता है?,हाँ,kya video me har roz playing ho raha hai ?
00006594,1495,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""accordion""]",0,yes,Is the accordion in the video always playing?,क्या वीडियो में अकॉर्डियन हमेशा बजता रहता है?,हाँ,kya video me already playing hai?
00001825,1525,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00004605,1554,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""drum""]",0,yes,Is the drum in the video always playing?,क्या वीडियो में ड्रम हमेशा बजता रहता है?,हाँ,kya video me sabse chal raha hai?
00006376,1567,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""bagpipe""]",0,yes,Is the bagpipe in the video always playing?,क्या वीडियो में बैगपाइप हमेशा बजता रहता है?,हाँ,kya video me bagppe hamesha playing hai?
00007175,1568,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""saxophone""]",0,no,Is the saxophone in the video always playing?,क्या वीडियो में सैक्सोफोन हमेशा बजता रहता है?,नहीं,kya saxohone video me hamesha playing hai ?
00003496,1569,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00005486,1589,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""banjo""]",0,yes,Is the banjo in the video always playing?,क्या वीडियो में बैंजो हमेशा बजता रहता है?,हाँ,kya video me har roz playing ho raha hai ?
00004503,1590,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""trumpet""]",0,yes,Is the trumpet in the video always playing?,क्या वीडियो में तुरही हमेशा बजती रहती है?,हाँ,kya video me rush me hamesha playing hai?
00005893,1594,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00003855,1597,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""right"", ""left""]",0,yes,Is the instrument on the right louder than the instrument on the left?,क्या दाहिनी ओर का वाद्ययंत्र बायीं ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,हाँ,kya found par the right lower par character se zyada hai ?
00005088,1599,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""accordion""]",0,yes,Is the accordion in the video always playing?,क्या वीडियो में अकॉर्डियन हमेशा बजता रहता है?,हाँ,kya video me already playing hai?
00008141,1611,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""violin""]",0,yes,Is the violin in the video always playing?,क्या वीडियो में वायलिन हमेशा बजता रहता है?,हाँ,kya Golinn me video me hamesha playing hai?
00006144,1613,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""saxophone""]",0,no,Is the saxophone in the video always playing?,क्या वीडियो में सैक्सोफोन हमेशा बजता रहता है?,नहीं,kya saxohone video me hamesha playing hai ?
00002486,1619,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""saxophone""]",0,yes,Is the saxophone in the video always playing?,क्या वीडियो में सैक्सोफोन हमेशा बजता रहता है?,हाँ,kya saxohone video me hamesha playing hai ?
00008577,1627,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00008631,1630,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""suona""]",0,yes,Is the suona in the video always playing?,क्या वीडियो में सुओना हमेशा बजता रहता है?,हाँ,kya video me sanna hamesha playing hai ?
00007429,1632,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""cello""]",0,yes,Is there a cello sound?,क्या कोई सेलो ध्वनि है?,हाँ,kya cello sound hai?
00002965,1635,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""guzheng""]",0,yes,Is the guzheng in the video always playing?,क्या वीडियो में गुझेंग हमेशा बजता रहता है?,हाँ,kya video me guzhheg kabhi playing hai ?
00008955,1637,"[""Audio"", ""Comparative""]",Is the <Object> more rhythmic than the <Object>?,"[""trumpet"", ""violin""]",0,no,Is the trumpet more rhythmic than the violin?,क्या तुरही वायलिन से अधिक लयबद्ध है?,नहीं,kya voteen se zyada samajh se zyada hoti hai?
00007494,1643,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""accordion""]",0,no,Is there a accordion sound?,क्या कोई अकॉर्डियन ध्वनि है?,नहीं,kya koi congration sound hai?
00002407,1645,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""tuba""]",0,yes,Is the tuba in the video always playing?,क्या वीडियो में टुबा हमेशा बजता रहता है?,हाँ,kya tea video me hamesha playing hai?
00006703,1649,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""cello""]",0,yes,Is there a cello sound?,क्या कोई सेलो ध्वनि है?,हाँ,kya cello sound hai?
00006179,1651,"[""Audio-Visual"", ""Existential""]",Is there a voiceover?,[],0,yes,Is there a voiceover?,क्या कोई वॉयसओवर है?,हाँ,kya koi voiceover hai?
00008051,1652,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""violin""]",0,yes,Is the violin in the video always playing?,क्या वीडियो में वायलिन हमेशा बजता रहता है?,हाँ,kya Golinn me video me hamesha playing hai?
00000971,1656,"[""Audio-Visual"", ""Existential""]",Is there a voiceover?,[],0,no,Is there a voiceover?,क्या कोई वॉयसओवर है?,नहीं,kya koi voiceover hai?
00001299,1661,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""accordion""]",0,yes,Is the accordion in the video always playing?,क्या वीडियो में अकॉर्डियन हमेशा बजता रहता है?,हाँ,kya video me already playing hai?
00007656,1663,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""right"", ""left""]",0,no,Is the instrument on the right more rhythmic than the instrument on the left?,क्या दाहिनी ओर का वाद्य बायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya pehle koi acha samajh se zyada samajh se zyada samay hai?
00002479,1664,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00003999,1667,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00000557,1675,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00001914,1677,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""trumpet""]",0,yes,Is the trumpet in the video always playing?,क्या वीडियो में तुरही हमेशा बजती रहती है?,हाँ,kya video me rush me hamesha playing hai?
00002796,1680,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00001291,1681,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""accordion""]",0,yes,Is there a accordion sound?,क्या कोई अकॉर्डियन ध्वनि है?,हाँ,kya koi congration sound hai?
00002842,1682,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""clarinet""]",0,yes,Is the clarinet in the video always playing?,क्या वीडियो में शहनाई हमेशा बजती रहती है?,हाँ,kya video me clarint hamesha playing hai ?
00000374,1686,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""middle"", ""right""]",0,no,Is the instrument on the middle louder than the instrument on the right?,क्या बीच वाले वाद्ययंत्र की आवाज़ दाहिनी ओर वाले वाद्ययंत्र से ज़्यादा तेज़ है?,नहीं,kya the middle par use on the special se zyada hai ?
00003479,1692,"[""Audio-Visual"", ""Existential""]",Is there a voiceover?,[],0,no,Is there a voiceover?,क्या कोई वॉयसओवर है?,नहीं,kya koi voiceover hai?
00004986,1722,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left louder than the instrument on the right?,क्या बायीं ओर का वाद्ययंत्र दाहिनी ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,नहीं,kya leftick par use on the spant se bacha hai ?
00002259,1725,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""violin""]",0,yes,Is there a violin in the entire video?,क्या पूरे वीडियो में कोई वायलिन है?,हाँ,kya entire video me Goline mein hai?
00001200,1738,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""bagpipe""]",0,yes,Is the bagpipe in the video always playing?,क्या वीडियो में बैगपाइप हमेशा बजता रहता है?,हाँ,kya video me bagppe hamesha playing hai?
00007052,1751,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00002260,1754,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00003158,1756,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00005498,1774,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00008777,1783,"[""Audio"", ""Comparative""]",Is the <Object> more rhythmic than the <Object>?,"[""bassoon"", ""saxophone""]",0,no,Is the bassoon more rhythmic than the saxophone?,क्या बैसून सैक्सोफोन से अधिक लयबद्ध है?,नहीं,kya bason saxo behone se zyada lambi hai?
00006619,1803,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00000967,1808,"[""Audio-Visual"", ""Existential""]",Is there a voiceover?,[],0,no,Is there a voiceover?,क्या कोई वॉयसओवर है?,नहीं,kya koi voiceover hai?
00001974,1812,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""pipa""]",0,yes,Is there a pipa in the entire video?,क्या पूरे वीडियो में कोई पीपा है?,हाँ,kya entire video me koi pipa hai ?
00007411,1814,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00007669,1815,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""acoustic_guitar""]",0,yes,Is the acoustic_guitar in the video always playing?,क्या वीडियो में ध्वनिक_गिटार हमेशा बजता रहता है?,हाँ,kya video me acustic_ guitar hamesha playing hai ?
00001022,1816,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""trumpet""]",0,yes,Is the trumpet in the video always playing?,क्या वीडियो में तुरही हमेशा बजती रहती है?,हाँ,kya video me rush me hamesha playing hai?
00007246,1819,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00004739,1821,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00001774,1825,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00004879,1832,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""xylophone""]",0,yes,Is the xylophone in the video always playing?,क्या वीडियो में जाइलोफोन हमेशा बजता रहता है?,हाँ,kya xyloph me hamesha video playing kar raha hai?
00006946,1843,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""pipa""]",0,no,Is the pipa in the video always playing?,क्या वीडियो में पीपा हमेशा बजता रहता है?,नहीं,kya pipa me hamesha video playing hai?
00000502,1846,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""bassoon""]",0,yes,Is the bassoon in the video always playing?,क्या वीडियो में अलगोजा हमेशा बजता रहता है?,हाँ,kya video me basson hamesha playing hai ?
00008920,1849,"[""Audio"", ""Counting""]",Is there a <Object> sound?,"[""bassoon""]",0,yes,Is there a bassoon sound?,क्या कोई अलगोजा ध्वनि है?,हाँ,kya bason sound hai?
00002273,1850,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""cello""]",0,yes,Is the cello in the video always playing?,क्या वीडियो में सेलो हमेशा बजता रहता है?,हाँ,kya video me cello hamesha playing hai ?
00008590,1852,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""ukulele""]",0,yes,Is the ukulele in the video always playing?,क्या वीडियो में यूकुलेले हमेशा बजता रहता है?,हाँ,kya laukle me hamesha video playing ho raha hai ?
00006255,1864,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""piano""]",0,yes,Is the piano in the video always playing?,क्या वीडियो में पियानो हमेशा बजता रहता है?,हाँ,kya piano me hamesha video playing hai?
00003404,1865,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""piano""]",0,yes,Is there a piano in the entire video?,क्या पूरे वीडियो में कोई पियानो है?,हाँ,kya entire video mei piano hai?
00000994,1866,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,no,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00001000,1867,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""right"", ""left""]",0,yes,Is the instrument on the right more rhythmic than the instrument on the left?,क्या दाहिनी ओर का वाद्य बायीं ओर के वाद्य से अधिक लयबद्ध है?,हाँ,kya pehle koi acha samajh se zyada samajh se zyada samay hai?
00005140,1871,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""clarinet""]",0,yes,Is the clarinet in the video always playing?,क्या वीडियो में शहनाई हमेशा बजती रहती है?,हाँ,kya video me clarint hamesha playing hai ?
00001027,1876,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""right"", ""left""]",0,yes,Is the instrument on the right louder than the instrument on the left?,क्या दाहिनी ओर का वाद्ययंत्र बायीं ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,हाँ,kya found par the right lower par character se zyada hai ?
00005176,1880,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""left"", ""right""]",0,yes,Is the instrument on the left more rhythmic than the instrument on the right?,क्या बायीं ओर का वाद्य दायीं ओर के वाद्य से अधिक लयबद्ध है?,हाँ,kya abhi se zyada samajh se bacha hai use pehle se zyada samay kar sakta hai ?
00003098,1881,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""xylophone""]",0,yes,Is there a xylophone in the entire video?,क्या पूरे वीडियो में ज़ाइलोफोन है?,हाँ,kya entire video me ek xylophone hai ?
00001842,1882,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""tuba""]",0,yes,Is the tuba in the video always playing?,क्या वीडियो में टुबा हमेशा बजता रहता है?,हाँ,kya tea video me hamesha playing hai?
00007587,1887,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00008207,1894,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> louder than the instrument on the <LR>?,"[""right"", ""left""]",0,no,Is the instrument on the right louder than the instrument on the left?,क्या दाहिनी ओर का वाद्ययंत्र बायीं ओर के वाद्ययंत्र की तुलना में अधिक तेज़ है?,नहीं,kya found par the right lower par character se zyada hai ?
00004127,1895,"[""Audio-Visual"", ""Existential""]",Is there a voiceover?,[],0,no,Is there a voiceover?,क्या कोई वॉयसओवर है?,नहीं,kya koi voiceover hai?
00005692,1899,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00000321,1902,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00001733,1904,"[""Audio-Visual"", ""Location""]",Is the <FL> sound coming from the <LR> instrument?,"[""first"", ""right""]",0,yes,Is the first sound coming from the right instrument?,क्या पहली ध्वनि सही यंत्र से आ रही है?,हाँ,kya first sound aane wala hai right animate ?
00000245,1909,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00007121,1914,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""right"", ""left""]",0,no,Is the instrument on the right more rhythmic than the instrument on the left?,क्या दाहिनी ओर का वाद्य बायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya pehle koi acha samajh se zyada samajh se zyada samay hai?
00007776,1920,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""bagpipe""]",0,yes,Is the bagpipe in the video always playing?,क्या वीडियो में बैगपाइप हमेशा बजता रहता है?,हाँ,kya video me bagppe hamesha playing hai?
00005818,1922,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""congas""]",0,yes,Is the congas in the video always playing?,क्या वीडियो में कॉंगास हमेशा बजता रहता है?,हाँ,kya video me congas hamesha playing hai?
00001737,1927,"[""Audio-Visual"", ""Existential""]",Is this sound from the instrument in the video?,[],0,yes,Is this sound from the instrument in the video?,क्या यह ध्वनि वीडियो में मौजूद उपकरण की है?,हाँ,kya ye video mein usey se sound hai ?
00008809,1932,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""pipa""]",0,yes,Is the pipa in the video always playing?,क्या वीडियो में पीपा हमेशा बजता रहता है?,हाँ,kya pipa me hamesha video playing hai?
00000603,1937,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""suona""]",0,yes,Is there a suona in the entire video?,क्या पूरे वीडियो में कोई सुओना है?,हाँ,kya entire video me koi sona hai ?
00006258,1941,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""bagpipe""]",0,yes,Is there a bagpipe in the entire video?,क्या पूरे वीडियो में कोई बैगपाइप है?,हाँ,kya entire video me bagpipe hai ?
00008811,1942,"[""Audio-Visual"", ""Comparative""]",Is the instrument on the <LR> more rhythmic than the instrument on the <LR>?,"[""right"", ""left""]",0,no,Is the instrument on the right more rhythmic than the instrument on the left?,क्या दाहिनी ओर का वाद्य बायीं ओर के वाद्य से अधिक लयबद्ध है?,नहीं,kya pehle koi acha samajh se zyada samajh se zyada samay hai?
00000679,1947,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""violin""]",0,yes,Is there a violin in the entire video?,क्या पूरे वीडियो में कोई वायलिन है?,हाँ,kya entire video me Goline mein hai?
00004847,1952,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""flute""]",0,no,Is the flute in the video always playing?,क्या वीडियो में बांसुरी हमेशा बजती रहती है?,नहीं,kya video me fill hamesha playing hai?
00001211,1958,"[""Audio-Visual"", ""Existential""]",Is there a voiceover?,[],0,no,Is there a voiceover?,क्या कोई वॉयसओवर है?,नहीं,kya koi voiceover hai?
00008684,1961,"[""Visual"", ""Counting""]",Is there a <Object> in the entire video?,"[""flute""]",0,yes,Is there a flute in the entire video?,क्या पूरे वीडियो में बांसुरी है?,हाँ,kya entire video me koi fill hai?
00005164,1975,"[""Audio"", ""Comparative""]",Is the <Object> more rhythmic than the <Object>?,"[""violin"", ""flute""]",0,yes,Is the violin more rhythmic than the flute?,क्या वायलिन बांसुरी से अधिक लयबद्ध है?,हाँ,kya volien se zyada samajh se zyada hoti hai?
00004011,1981,"[""Audio-Visual"", ""Existential""]",Is the <Object> in the video always playing?,"[""trumpet""]",0,no,Is the trumpet in the video always playing?,क्या वीडियो में तुरही हमेशा बजती रहती है?,नहीं,kya video me rush me hamesha playing hai?
